elapsed_ms,state,duty_pct,temp_tenths_c,rate_milli_c_per_s,peak_tenths_c,overshoot_tenths_c,fault
91000,HEATING,25,662,610,663,0,0
92000,HEATING,25,672,610,672,0,0
93000,HEATING,25,675,610,675,0,0
94000,HEATING,25,682,610,682,0,0
95000,HEATING,25,689,610,689,0,0
96000,HEATING,25,696,610,696,0,0
97000,HEATING,25,705,610,705,0,0
98000,HEATING,25,709,610,709,0,0
99000,HEATING,25,717,610,718,0,0
100000,HEATING,25,724,690,724,0,0
101000,HEATING,25,731,690,731,0,0
102000,HEATING,25,738,690,738,0,0
103000,HEATING,25,744,690,744,0,0
104000,HEATING,25,753,690,753,0,0
105000,HEATING,25,759,690,760,0,0
106000,HEATING,25,767,690,767,0,0
107000,HEATING,25,777,690,777,0,0
108000,HEATING,25,783,690,783,0,0
109000,HEATING,25,793,690,793,0,0
110000,HEATING,25,800,760,800,0,0
111000,HEATING,25,808,760,808,0,0
112000,HEATING,25,816,760,816,0,0
113000,HEATING,25,824,760,824,0,0
114000,HEATING,25,834,760,834,0,0
115000,HEATING,25,842,760,842,0,0
116000,HEATING,25,852,760,852,0,0
117000,HEATING,25,858,760,858,0,0
118000,HEATING,25,869,760,869,0,0
119000,HEATING,25,878,760,878,0,0
120000,HEATING,25,886,860,886,0,0
121000,HEATING,25,896,860,896,0,0
122000,HEATING,25,905,860,905,0,0
123000,HEATING,25,913,860,913,0,0
124000,HEATING,25,925,860,925,0,0
125000,HEATING,25,933,860,933,0,0
126000,HEATING,25,942,860,942,0,0
127000,HEATING,25,953,860,953,0,0
128000,HEATING,25,963,860,963,0,0
129000,HEATING,25,973,860,973,0,0
130000,HEATING,25,981,950,982,0,0
131000,HEATING,25,992,950,992,0,0
132000,HEATING,25,1003,950,1003,0,0
133000,HEATING,25,1013,950,1013,0,0
134000,HEATING,25,1023,950,1023,0,0
135000,HEATING,25,1035,950,1035,0,0
136000,HEATING,25,1046,950,1046,0,0
137000,HEATING,25,1056,950,1056,0,0
138000,HEATING,25,1068,950,1068,0,0
139000,HEATING,25,1079,950,1079,0,0
140000,HEATING,25,1092,1110,1092,0,0
140700,COOLING,25,1100,1110,1100,0,0
141700,COOLING,25,1111,1110,1111,11,0
142700,COOLING,25,1123,1110,1123,23,0
143700,COOLING,25,1135,1110,1135,35,0
144700,COOLING,25,1145,1110,1145,45,0
145700,COOLING,25,1155,1110,1155,55,0
146700,COOLING,25,1163,1110,1164,64,0
147700,COOLING,25,1172,1110,1172,72,0
148700,COOLING,25,1179,1110,1179,79,0
149700,COOLING,25,1185,1110,1185,85,0
150700,COOLING,25,1191,910,1191,91,0
151700,COOLING,25,1193,910,1194,94,0
152700,COOLING,25,1196,910,1197,97,0
153700,COOLING,25,1198,910,1199,99,0
154700,COOLING,25,1200,910,1200,100,0
155700,COOLING,25,1201,910,1202,102,0
156700,COOLING,25,1202,910,1203,103,0
157700,COOLING,25,1202,910,1203,103,0
158700,COOLING,25,1201,910,1203,103,0
159700,COOLING,25,1201,910,1203,103,0
160700,COOLING,25,1200,90,1203,103,0
161700,COOLING,25,1200,90,1203,103,0
162700,COOLING,25,1199,90,1203,103,0
163700,COOLING,25,1196,90,1203,103,0
164700,COOLING,25,1194,90,1203,103,0
165700,COOLING,25,1193,90,1203,103,0
166700,COOLING,25,1191,90,1203,103,0
167700,COOLING,25,1188,90,1203,103,0
168700,COOLING,25,1185,90,1203,103,0
169700,COOLING,25,1182,90,1203,103,0
170700,COOLING,25,1180,-200,1203,103,0
171700,COOLING,25,1178,-200,1203,103,0
172700,COOLING,25,1176,-200,1203,103,0
173700,COOLING,25,1173,-200,1203,103,0
174700,COOLING,25,1170,-200,1203,103,0
175700,COOLING,25,1168,-200,1203,103,0
176700,COOLING,25,1164,-200,1203,103,0
177700,COOLING,25,1162,-200,1203,103,0
178700,COOLING,25,1158,-200,1203,103,0
179700,COOLING,25,1156,-200,1203,103,0
180700,COOLING,25,1155,-250,1203,103,0
181700,COOLING,25,1151,-250,1203,103,0
182700,COOLING,25,1148,-250,1203,103,0
183700,COOLING,25,1144,-250,1203,103,0
184700,COOLING,25,1141,-250,1203,103,0
185700,COOLING,25,1140,-250,1203,103,0
186700,COOLING,25,1137,-250,1203,103,0
187700,COOLING,25,1133,-250,1203,103,0
188700,COOLING,25,1131,-250,1203,103,0
189700,COOLING,25,1129,-250,1203,103,0
190700,COOLING,25,1124,-310,1203,103,0
191700,COOLING,25,1122,-310,1203,103,0
192700,COOLING,25,1120,-310,1203,103,0
193700,COOLING,25,1116,-310,1203,103,0
194700,COOLING,25,1114,-310,1203,103,0
195700,COOLING,25,1111,-310,1203,103,0
196700,COOLING,25,1107,-310,1203,103,0
197700,COOLING,25,1106,-310,1203,103,0
198700,COOLING,25,1102,-310,1203,103,0
199700,COOLING,25,1100,-310,1203,103,0
200700,COOLING,25,1097,-270,1203,103,0
201700,COOLING,25,1094,-270,1203,103,0
202700,COOLING,25,1090,-270,1203,103,0
203700,COOLING,25,1089,-270,1203,103,0
204700,COOLING,25,1085,-270,1203,103,0
205700,COOLING,25,1083,-270,1203,103,0
206700,COOLING,25,1081,-270,1203,103,0
207700,COOLING,25,1078,-270,1203,103,0
208700,COOLING,25,1075,-270,1203,103,0
209700,COOLING,25,1073,-270,1203,103,0
210700,COOLING,25,1070,-270,1203,103,0
211700,COOLING,25,1068,-270,1203,103,0
212700,COOLING,25,1065,-270,1203,103,0
213700,COOLING,25,1062,-270,1203,103,0
214700,COOLING,25,1060,-270,1203,103,0
215700,COOLING,25,1055,-270,1203,103,0
216700,COOLING,25,1054,-270,1203,103,0
217700,COOLING,25,1052,-270,1203,103,0
218700,COOLING,25,1049,-270,1203,103,0
219700,COOLING,25,1046,-270,1203,103,0
220700,COOLING,25,1043,-270,1203,103,0
221700,COOLING,25,1040,-270,1203,103,0
222700,COOLING,25,1039,-270,1203,103,0
223700,COOLING,25,1036,-270,1203,103,0
224700,COOLING,25,1034,-270,1203,103,0
225700,COOLING,25,1033,-270,1203,103,0
226700,COOLING,25,1029,-270,1203,103,0
227700,COOLING,25,1026,-270,1203,103,0
228700,COOLING,25,1024,-270,1203,103,0
229700,COOLING,25,1021,-270,1203,103,0
230700,COOLING,25,1019,-240,1203,103,0
231700,COOLING,25,1017,-240,1203,103,0
232700,COOLING,25,1014,-240,1203,103,0
233700,COOLING,25,1013,-240,1203,103,0
234700,COOLING,25,1010,-240,1203,103,0
235700,COOLING,25,1008,-240,1203,103,0
236700,COOLING,25,1006,-240,1203,103,0
237700,COOLING,25,1002,-240,1203,103,0
238700,COOLING,25,1001,-240,1203,103,0
239700,COOLING,25,998,-240,1203,103,0
240700,COOLING,25,995,-240,1203,103,0
241700,COOLING,25,993,-240,1203,103,0
242700,COOLING,25,992,-240,1203,103,0
243700,COOLING,25,988,-240,1203,103,0
244700,COOLING,25,985,-240,1203,103,0
245700,COOLING,25,982,-240,1203,103,0
246700,COOLING,25,981,-240,1203,103,0
247700,COOLING,25,978,-240,1203,103,0
248700,COOLING,25,976,-240,1203,103,0
249700,COOLING,25,975,-240,1203,103,0
250700,COOLING,25,971,-240,1203,103,0
251700,COOLING,25,970,-240,1203,103,0
252700,COOLING,25,968,-240,1203,103,0
253700,COOLING,25,966,-240,1203,103,0
254700,COOLING,25,962,-240,1203,103,0
255700,COOLING,25,961,-240,1203,103,0
256700,COOLING,25,958,-240,1203,103,0
257700,COOLING,25,956,-240,1203,103,0
258700,COOLING,25,953,-240,1203,103,0
259700,COOLING,25,952,-240,1203,103,0
260700,COOLING,25,949,-220,1203,103,0
261700,COOLING,25,948,-220,1203,103,0
262700,COOLING,25,946,-220,1203,103,0
263700,COOLING,25,944,-220,1203,103,0
264700,COOLING,25,942,-220,1203,103,0
265700,COOLING,25,938,-220,1203,103,0
266700,COOLING,25,936,-220,1203,103,0
267700,COOLING,25,935,-220,1203,103,0
268700,COOLING,25,932,-220,1203,103,0
269700,COOLING,25,932,-220,1203,103,0
270700,COOLING,25,928,-210,1203,103,0
271700,COOLING,25,928,-210,1203,103,0
272700,COOLING,25,925,-210,1203,103,0
273700,COOLING,25,922,-210,1203,103,0
274700,COOLING,25,921,-210,1203,103,0
275700,COOLING,25,919,-210,1203,103,0
276700,COOLING,25,917,-210,1203,103,0
277700,COOLING,25,915,-210,1203,103,0
278700,COOLING,25,912,-210,1203,103,0
279700,COOLING,25,911,-210,1203,103,0
280700,COOLING,25,908,-200,1203,103,0
281700,COOLING,25,907,-200,1203,103,0
282700,COOLING,25,906,-200,1203,103,0
283700,COOLING,25,903,-200,1203,103,0
284700,COOLING,25,902,-200,1203,103,0
285700,COOLING,25,901,-200,1203,103,0
286700,COOLING,25,900,-200,1203,103,0
287700,COOLING,25,896,-200,1203,103,0
288700,COOLING,25,894,-200,1203,103,0
289700,COOLING,25,893,-200,1203,103,0
290700,COOLING,25,891,-170,1203,103,0
291700,COOLING,25,888,-170,1203,103,0
292700,COOLING,25,888,-170,1203,103,0
293700,COOLING,25,886,-170,1203,103,0
294700,COOLING,25,884,-170,1203,103,0
295700,COOLING,25,882,-170,1203,103,0
296700,COOLING,25,881,-170,1203,103,0
297700,COOLING,25,877,-170,1203,103,0
298700,COOLING,25,875,-170,1203,103,0
299700,COOLING,25,876,-170,1203,103,0
300700,COOLING,25,873,-180,1203,103,0
301700,COOLING,25,870,-180,1203,103,0
302700,COOLING,25,869,-180,1203,103,0
303700,COOLING,25,866,-180,1203,103,0
304700,COOLING,25,865,-180,1203,103,0
305700,COOLING,25,864,-180,1203,103,0
306700,COOLING,25,862,-180,1203,103,0
307700,COOLING,25,860,-180,1203,103,0
308700,COOLING,25,858,-180,1203,103,0
309700,COOLING,25,856,-180,1203,103,0
310700,COOLING,25,856,-170,1203,103,0
311700,COOLING,25,852,-170,1203,103,0
312700,COOLING,25,851,-170,1203,103,0
313700,COOLING,25,850,-170,1203,103,0
314700,COOLING,25,847,-170,1203,103,0
315700,COOLING,25,846,-170,1203,103,0
316700,COOLING,25,844,-170,1203,103,0
317700,COOLING,25,841,-170,1203,103,0
318700,COOLING,25,841,-170,1203,103,0
319700,COOLING,25,840,-170,1203,103,0
320700,COOLING,25,838,-180,1203,103,0
321700,COOLING,25,836,-180,1203,103,0
322700,COOLING,25,834,-180,1203,103,0
323700,COOLING,25,833,-180,1203,103,0
324700,COOLING,25,833,-180,1203,103,0
325700,COOLING,25,831,-180,1203,103,0
326700,COOLING,25,827,-180,1203,103,0
327700,COOLING,25,826,-180,1203,103,0
328700,COOLING,25,824,-180,1203,103,0
329700,COOLING,25,823,-180,1203,103,0
330700,COOLING,25,823,-150,1203,103,0
331700,COOLING,25,819,-150,1203,103,0
332700,COOLING,25,819,-150,1203,103,0
333700,COOLING,25,817,-150,1203,103,0
334700,COOLING,25,816,-150,1203,103,0
335700,COOLING,25,812,-150,1203,103,0
336700,COOLING,25,813,-150,1203,103,0
337700,COOLING,25,810,-150,1203,103,0
338700,COOLING,25,809,-150,1203,103,0
339700,COOLING,25,806,-150,1203,103,0
340700,COOLING,25,805,-180,1203,103,0
341700,COOLING,25,804,-180,1203,103,0
342700,COOLING,25,805,-180,1203,103,0
343700,COOLING,25,803,-180,1203,103,0
344700,COOLING,25,801,-180,1203,103,0
345700,COOLING,25,798,-180,1203,103,0
346700,COOLING,25,799,-180,1203,103,0
347700,COOLING,25,796,-180,1203,103,0
348700,COOLING,25,795,-180,1203,103,0
349700,COOLING,25,793,-180,1203,103,0
350700,COOLING,25,791,-140,1203,103,0
351700,COOLING,25,792,-140,1203,103,0
352700,COOLING,25,788,-140,1203,103,0
353700,COOLING,25,788,-140,1203,103,0
354700,COOLING,25,786,-140,1203,103,0
355700,COOLING,25,785,-140,1203,103,0
356700,COOLING,25,783,-140,1203,103,0
357700,COOLING,25,781,-140,1203,103,0
358700,COOLING,25,781,-140,1203,103,0
359700,COOLING,25,778,-140,1203,103,0
360700,COOLING,25,779,-120,1203,103,0
361700,COOLING,25,776,-120,1203,103,0
362700,COOLING,25,773,-120,1203,103,0
363700,COOLING,25,772,-120,1203,103,0
364700,COOLING,25,770,-120,1203,103,0
365700,COOLING,25,770,-120,1203,103,0
366700,COOLING,25,769,-120,1203,103,0
367700,COOLING,25,767,-120,1203,103,0
368700,COOLING,25,765,-120,1203,103,0
369700,COOLING,25,764,-120,1203,103,0
370700,COOLING,25,763,-160,1203,103,0
371700,COOLING,25,763,-160,1203,103,0
372700,COOLING,25,760,-160,1203,103,0
373700,COOLING,25,758,-160,1203,103,0
374700,COOLING,25,758,-160,1203,103,0
375700,COOLING,25,757,-160,1203,103,0
376700,COOLING,25,757,-160,1203,103,0
377700,COOLING,25,756,-160,1203,103,0
378700,COOLING,25,754,-160,1203,103,0
379700,COOLING,25,751,-160,1203,103,0
380700,COOLING,25,751,-120,1203,103,0
381700,COOLING,25,749,-120,1203,103,0
382700,COOLING,25,748,-120,1203,103,0
383700,COOLING,25,748,-120,1203,103,0
384700,COOLING,25,745,-120,1203,103,0
385700,COOLING,25,745,-120,1203,103,0
386700,COOLING,25,744,-120,1203,103,0
387700,COOLING,25,743,-120,1203,103,0
388700,COOLING,25,741,-120,1203,103,0
389700,COOLING,25,738,-120,1203,103,0
390700,COOLING,25,738,-130,1203,103,0
391700,COOLING,25,737,-130,1203,103,0
392700,COOLING,25,735,-130,1203,103,0
393700,COOLING,25,734,-130,1203,103,0
394700,COOLING,25,731,-130,1203,103,0
395700,COOLING,25,731,-130,1203,103,0
396700,COOLING,25,730,-130,1203,103,0
397700,COOLING,25,730,-130,1203,103,0
398700,COOLING,25,727,-130,1203,103,0
399700,COOLING,25,726,-130,1203,103,0
400700,COOLING,25,725,-130,1203,103,0
401700,COOLING,25,722,-130,1203,103,0
402700,COOLING,25,723,-130,1203,103,0
403700,COOLING,25,720,-130,1203,103,0
404700,COOLING,25,720,-130,1203,103,0
405700,COOLING,25,720,-130,1203,103,0
406700,COOLING,25,717,-130,1203,103,0
407700,COOLING,25,719,-130,1203,103,0
408700,COOLING,25,716,-130,1203,103,0
409700,COOLING,25,716,-130,1203,103,0
410700,COOLING,25,713,-120,1203,103,0
411700,COOLING,25,711,-120,1203,103,0
412700,COOLING,25,710,-120,1203,103,0
413700,COOLING,25,709,-120,1203,103,0
414700,COOLING,25,707,-120,1203,103,0
415700,COOLING,25,704,-120,1203,103,0
416700,COOLING,25,704,-120,1203,103,0
417700,COOLING,25,705,-120,1203,103,0
418700,COOLING,25,703,-120,1203,103,0
419700,COOLING,25,702,-120,1203,103,0
420700,COOLING,25,700,-130,1203,103,0
421700,COOLING,25,700,-130,1203,103,0
422700,COOLING,25,698,-130,1203,103,0
423700,COOLING,25,696,-130,1203,103,0
424700,COOLING,25,698,-130,1203,103,0
425700,COOLING,25,696,-130,1203,103,0
426700,COOLING,25,695,-130,1203,103,0
427700,COOLING,25,692,-130,1203,103,0
428700,COOLING,25,689,-130,1203,103,0
429700,COOLING,25,690,-130,1203,103,0
430700,COOLING,25,687,-130,1203,103,0
431700,COOLING,25,688,-130,1203,103,0
432700,COOLING,25,688,-130,1203,103,0
433700,COOLING,25,686,-130,1203,103,0
434700,COOLING,25,685,-130,1203,103,0
435700,COOLING,25,683,-130,1203,103,0
436700,COOLING,25,683,-130,1203,103,0
437700,COOLING,25,681,-130,1203,103,0
438700,COOLING,25,683,-130,1203,103,0
439700,COOLING,25,680,-130,1203,103,0
440700,COOLING,25,677,-100,1203,103,0
441700,COOLING,25,679,-100,1203,103,0
442700,COOLING,25,678,-100,1203,103,0
443700,COOLING,25,675,-100,1203,103,0
444700,COOLING,25,673,-100,1203,103,0
445700,COOLING,25,672,-100,1203,103,0
446700,COOLING,25,671,-100,1203,103,0
447700,COOLING,25,670,-100,1203,103,0
448700,COOLING,25,671,-100,1203,103,0
449700,COOLING,25,673,-100,1203,103,0
450700,COOLING,25,669,-80,1203,103,0
451700,COOLING,25,665,-80,1203,103,0
452700,COOLING,25,667,-80,1203,103,0
453700,COOLING,25,667,-80,1203,103,0
454700,COOLING,25,664,-80,1203,103,0
455700,COOLING,25,664,-80,1203,103,0
456700,COOLING,25,661,-80,1203,103,0
457700,COOLING,25,662,-80,1203,103,0
458700,COOLING,25,661,-80,1203,103,0
459700,COOLING,25,660,-80,1203,103,0
460700,COOLING,25,657,-120,1203,103,0
461700,COOLING,25,659,-120,1203,103,0
462700,COOLING,25,656,-120,1203,103,0
463700,COOLING,25,657,-120,1203,103,0
464700,COOLING,25,657,-120,1203,103,0
465700,COOLING,25,653,-120,1203,103,0
466700,COOLING,25,651,-120,1203,103,0
467700,COOLING,25,654,-120,1203,103,0
468700,COOLING,25,653,-120,1203,103,0
469700,COOLING,25,649,-120,1203,103,0
470700,COOLING,25,649,-80,1203,103,0
471700,COOLING,25,646,-80,1203,103,0
472700,COOLING,25,648,-80,1203,103,0
473700,COOLING,25,646,-80,1203,103,0
474700,COOLING,25,643,-80,1203,103,0
475700,COOLING,25,645,-80,1203,103,0
476700,COOLING,25,641,-80,1203,103,0
477700,COOLING,25,641,-80,1203,103,0
478700,COOLING,25,642,-80,1203,103,0
479700,COOLING,25,642,-80,1203,103,0
480700,COOLING,25,640,-90,1203,103,0
481700,COOLING,25,640,-90,1203,103,0
482700,COOLING,25,638,-90,1203,103,0
483700,COOLING,25,638,-90,1203,103,0
484700,COOLING,25,637,-90,1203,103,0
485700,COOLING,25,634,-90,1203,103,0
486700,COOLING,25,634,-90,1203,103,0
487700,COOLING,25,631,-90,1203,103,0
488700,COOLING,25,632,-90,1203,103,0
489700,COOLING,25,631,-90,1203,103,0
490700,COOLING,25,629,-110,1203,103,0
491700,COOLING,25,630,-110,1203,103,0
492700,COOLING,25,630,-110,1203,103,0
493700,COOLING,25,625,-110,1203,103,0
494700,COOLING,25,626,-110,1203,103,0
495700,COOLING,25,625,-110,1203,103,0
496700,COOLING,25,627,-110,1203,103,0
497700,COOLING,25,623,-110,1203,103,0
498700,COOLING,25,622,-110,1203,103,0
499700,COOLING,25,624,-110,1203,103,0
500700,COOLING,25,622,-70,1203,103,0
501700,COOLING,25,620,-70,1203,103,0
502700,COOLING,25,618,-70,1203,103,0
503700,COOLING,25,620,-70,1203,103,0
504700,COOLING,25,618,-70,1203,103,0
505700,COOLING,25,617,-70,1203,103,0
506700,COOLING,25,617,-70,1203,103,0
507700,COOLING,25,613,-70,1203,103,0
508700,COOLING,25,614,-70,1203,103,0
509700,COOLING,25,613,-70,1203,103,0
510700,COOLING,25,613,-90,1203,103,0
511700,COOLING,25,612,-90,1203,103,0
512700,COOLING,25,612,-90,1203,103,0
513700,COOLING,25,611,-90,1203,103,0
514700,COOLING,25,609,-90,1203,103,0
515700,COOLING,25,609,-90,1203,103,0
516700,COOLING,25,609,-90,1203,103,0
517700,COOLING,25,606,-90,1203,103,0
518700,COOLING,25,607,-90,1203,103,0
519700,COOLING,25,606,-90,1203,103,0
520700,COOLING,25,606,-70,1203,103,0
521700,COOLING,25,602,-70,1203,103,0
522700,COOLING,25,603,-70,1203,103,0
523700,COOLING,25,600,-70,1203,103,0
524700,COOLING,25,601,-70,1203,103,0
525700,COOLING,25,602,-70,1203,103,0
526700,COOLING,25,601,-70,1203,103,0
527700,COOLING,25,600,-70,1203,103,0
528700,COOLING,25,596,-70,1203,103,0
529700,COOLING,25,597,-70,1203,103,0
530700,COOLING,25,597,-90,1203,103,0
531700,COOLING,25,595,-90,1203,103,0
532700,COOLING,25,598,-90,1203,103,0
533700,COOLING,25,594,-90,1203,103,0
534700,COOLING,25,595,-90,1203,103,0
535700,COOLING,25,596,-90,1203,103,0
536700,COOLING,25,592,-90,1203,103,0
537700,COOLING,25,592,-90,1203,103,0
538700,COOLING,25,588,-90,1203,103,0
539700,COOLING,25,588,-90,1203,103,0
540700,COOLING,25,590,-70,1203,103,0
541700,COOLING,25,589,-70,1203,103,0
542700,COOLING,25,587,-70,1203,103,0
543700,COOLING,25,589,-70,1203,103,0
544700,COOLING,25,586,-70,1203,103,0
545700,COOLING,25,584,-70,1203,103,0
546700,COOLING,25,583,-70,1203,103,0
547700,COOLING,25,585,-70,1203,103,0
548700,COOLING,25,582,-70,1203,103,0
549700,COOLING,25,580,-70,1203,103,0
550700,COOLING,25,583,-70,1203,103,0
551700,COOLING,25,582,-70,1203,103,0
552700,COOLING,25,577,-70,1203,103,0
553700,COOLING,25,581,-70,1203,103,0
554700,COOLING,25,574,-70,1203,103,0
555700,COOLING,25,583,-70,1203,103,0
556700,COOLING,25,578,-70,1203,103,0
557700,COOLING,25,574,-70,1203,103,0
558700,COOLING,25,575,-70,1203,103,0
559700,COOLING,25,576,-70,1203,103,0
560700,COOLING,25,573,-100,1203,103,0
561700,COOLING,25,575,-100,1203,103,0
562700,COOLING,25,571,-100,1203,103,0
563700,COOLING,25,571,-100,1203,103,0
564700,COOLING,25,569,-100,1203,103,0
565700,COOLING,25,569,-100,1203,103,0
566700,COOLING,25,570,-100,1203,103,0
567700,COOLING,25,568,-100,1203,103,0
568700,COOLING,25,569,-100,1203,103,0
569700,COOLING,25,566,-100,1203,103,0
570700,COOLING,25,566,-70,1203,103,0
571700,COOLING,25,567,-70,1203,103,0
572700,COOLING,25,566,-70,1203,103,0
573700,COOLING,25,567,-70,1203,103,0
574700,COOLING,25,563,-70,1203,103,0
575700,COOLING,25,564,-70,1203,103,0
576700,COOLING,25,560,-70,1203,103,0
577700,COOLING,25,563,-70,1203,103,0
578700,COOLING,25,559,-70,1203,103,0
579700,COOLING,25,560,-70,1203,103,0
580700,COOLING,25,557,-90,1203,103,0
581700,COOLING,25,563,-90,1203,103,0
582700,COOLING,25,561,-90,1203,103,0
583700,COOLING,25,559,-90,1203,103,0
584700,COOLING,25,556,-90,1203,103,0
585700,COOLING,25,557,-90,1203,103,0
586700,COOLING,25,555,-90,1203,103,0
587700,COOLING,25,551,-90,1203,103,0
588700,COOLING,25,552,-90,1203,103,0
589700,COOLING,25,555,-90,1203,103,0
590700,COOLING,25,552,-50,1203,103,0
591700,COOLING,25,552,-50,1203,103,0
592700,COOLING,25,552,-50,1203,103,0
593700,COOLING,25,549,-50,1203,103,0
594700,COOLING,25,549,-50,1203,103,0
595700,COOLING,25,550,-50,1203,103,0
596700,COOLING,25,547,-50,1203,103,0
597700,COOLING,25,547,-50,1203,103,0
598700,COOLING,25,546,-50,1203,103,0
599700,COOLING,25,550,-50,1203,103,0
600700,COOLING,25,546,-60,1203,103,0
601700,COOLING,25,548,-60,1203,103,0
602700,COOLING,25,545,-60,1203,103,0
603700,COOLING,25,543,-60,1203,103,0
604700,COOLING,25,544,-60,1203,103,0
605700,COOLING,25,543,-60,1203,103,0
606700,COOLING,25,541,-60,1203,103,0
607700,COOLING,25,539,-60,1203,103,0
608700,COOLING,25,542,-60,1203,103,0
609700,COOLING,25,541,-60,1203,103,0
610700,COOLING,25,540,-60,1203,103,0
611700,COOLING,25,537,-60,1203,103,0
612700,COOLING,25,541,-60,1203,103,0
613700,COOLING,25,535,-60,1203,103,0
614700,COOLING,25,539,-60,1203,103,0
615700,COOLING,25,534,-60,1203,103,0
616700,COOLING,25,535,-60,1203,103,0
617700,COOLING,25,532,-60,1203,103,0
618700,COOLING,25,535,-60,1203,103,0
619700,COOLING,25,532,-60,1203,103,0
620700,COOLING,25,532,-80,1203,103,0
621700,COOLING,25,533,-80,1203,103,0
622700,COOLING,25,535,-80,1203,103,0
623700,COOLING,25,535,-80,1203,103,0
624700,COOLING,25,532,-80,1203,103,0
625700,COOLING,25,532,-80,1203,103,0
626700,COOLING,25,529,-80,1203,103,0
627700,COOLING,25,532,-80,1203,103,0
628700,COOLING,25,530,-80,1203,103,0
629700,COOLING,25,528,-80,1203,103,0
630700,COOLING,25,528,-40,1203,103,0
631700,COOLING,25,528,-40,1203,103,0
632700,COOLING,25,529,-40,1203,103,0
633700,COOLING,25,528,-40,1203,103,0
634700,COOLING,25,526,-40,1203,103,0
635700,COOLING,25,526,-40,1203,103,0
636700,COOLING,25,526,-40,1203,103,0
637700,COOLING,25,528,-40,1203,103,0
