elapsed_ms,state,duty_pct,temp_tenths_c,rate_milli_c_per_s,peak_tenths_c,overshoot_tenths_c,fault
131700,COOLING,100,1015,-590,1496,396,0
132700,COOLING,100,1010,-590,1496,396,0
133700,COOLING,100,1005,-590,1496,396,0
134700,COOLING,100,999,-590,1496,396,0
135700,COOLING,100,994,-590,1496,396,0
136700,COOLING,100,987,-590,1496,396,0
137700,COOLING,100,982,-590,1496,396,0
138700,COOLING,100,979,-590,1496,396,0
139700,COOLING,100,974,-590,1496,396,0
140700,COOLING,100,967,-530,1496,396,0
141700,COOLING,100,963,-530,1496,396,0
142700,COOLING,100,958,-530,1496,396,0
143700,COOLING,100,954,-530,1496,396,0
144700,COOLING,100,948,-530,1496,396,0
145700,COOLING,100,942,-530,1496,396,0
146700,COOLING,100,937,-530,1496,396,0
147700,COOLING,100,933,-530,1496,396,0
148700,COOLING,100,927,-530,1496,396,0
149700,COOLING,100,925,-530,1496,396,0
150700,COOLING,100,920,-470,1496,396,0
151700,COOLING,100,914,-470,1496,396,0
152700,COOLING,100,911,-470,1496,396,0
153700,COOLING,100,905,-470,1496,396,0
154700,COOLING,100,902,-470,1496,396,0
155700,COOLING,100,897,-470,1496,396,0
156700,COOLING,100,891,-470,1496,396,0
157700,COOLING,100,888,-470,1496,396,0
158700,COOLING,100,883,-470,1496,396,0
159700,COOLING,100,878,-470,1496,396,0
160700,COOLING,100,874,-460,1496,396,0
161700,COOLING,100,870,-460,1496,396,0
162700,COOLING,100,865,-460,1496,396,0
163700,COOLING,100,862,-460,1496,396,0
164700,COOLING,100,858,-460,1496,396,0
165700,COOLING,100,852,-460,1496,396,0
166700,COOLING,100,851,-460,1496,396,0
167700,COOLING,100,845,-460,1496,396,0
168700,COOLING,100,841,-460,1496,396,0
169700,COOLING,100,839,-460,1496,396,0
170700,COOLING,100,835,-390,1496,396,0
171700,COOLING,100,830,-390,1496,396,0
172700,COOLING,100,826,-390,1496,396,0
173700,COOLING,100,822,-390,1496,396,0
174700,COOLING,100,819,-390,1496,396,0
175700,COOLING,100,817,-390,1496,396,0
176700,COOLING,100,810,-390,1496,396,0
177700,COOLING,100,806,-390,1496,396,0
178700,COOLING,100,803,-390,1496,396,0
179700,COOLING,100,800,-390,1496,396,0
180700,COOLING,100,795,-400,1496,396,0
181700,COOLING,100,791,-400,1496,396,0
182700,COOLING,100,787,-400,1496,396,0
183700,COOLING,100,786,-400,1496,396,0
184700,COOLING,100,781,-400,1496,396,0
185700,COOLING,100,777,-400,1496,396,0
186700,COOLING,100,773,-400,1496,396,0
187700,COOLING,100,769,-400,1496,396,0
188700,COOLING,100,767,-400,1496,396,0
189700,COOLING,100,762,-400,1496,396,0
190700,COOLING,100,760,-350,1496,396,0
191700,COOLING,100,757,-350,1496,396,0
192700,COOLING,100,755,-350,1496,396,0
193700,COOLING,100,748,-350,1496,396,0
194700,COOLING,100,747,-350,1496,396,0
195700,COOLING,100,744,-350,1496,396,0
196700,COOLING,100,740,-350,1496,396,0
197700,COOLING,100,735,-350,1496,396,0
198700,COOLING,100,733,-350,1496,396,0
199700,COOLING,100,730,-350,1496,396,0
200700,COOLING,100,726,-340,1496,396,0
201700,COOLING,100,722,-340,1496,396,0
202700,COOLING,100,721,-340,1496,396,0
203700,COOLING,100,718,-340,1496,396,0
204700,COOLING,100,713,-340,1496,396,0
205700,COOLING,100,710,-340,1496,396,0
206700,COOLING,100,707,-340,1496,396,0
207700,COOLING,100,705,-340,1496,396,0
208700,COOLING,100,699,-340,1496,396,0
209700,COOLING,100,697,-340,1496,396,0
210700,COOLING,100,698,-280,1496,396,0
211700,COOLING,100,693,-280,1496,396,0
212700,COOLING,100,692,-280,1496,396,0
213700,COOLING,100,687,-280,1496,396,0
214700,COOLING,100,685,-280,1496,396,0
215700,COOLING,100,683,-280,1496,396,0
216700,COOLING,100,677,-280,1496,396,0
217700,COOLING,100,675,-280,1496,396,0
218700,COOLING,100,670,-280,1496,396,0
219700,COOLING,100,672,-280,1496,396,0
220700,COOLING,100,669,-290,1496,396,0
221700,COOLING,100,666,-290,1496,396,0
222700,COOLING,100,663,-290,1496,396,0
223700,COOLING,100,662,-290,1496,396,0
224700,COOLING,100,656,-290,1496,396,0
225700,COOLING,100,652,-290,1496,396,0
226700,COOLING,100,657,-290,1496,396,0
227700,COOLING,100,651,-290,1496,396,0
228700,COOLING,100,646,-290,1496,396,0
229700,COOLING,100,643,-290,1496,396,0
230700,COOLING,100,642,-270,1496,396,0
231700,COOLING,100,638,-270,1496,396,0
232700,COOLING,100,638,-270,1496,396,0
233700,COOLING,100,635,-270,1496,396,0
234700,COOLING,100,632,-270,1496,396,0
235700,COOLING,100,630,-270,1496,396,0
236700,COOLING,100,626,-270,1496,396,0
237700,COOLING,100,629,-270,1496,396,0
238700,COOLING,100,622,-270,1496,396,0
239700,COOLING,100,621,-270,1496,396,0
240700,COOLING,100,618,-240,1496,396,0
241700,COOLING,100,616,-240,1496,396,0
242700,COOLING,100,614,-240,1496,396,0
243700,COOLING,100,611,-240,1496,396,0
244700,COOLING,100,608,-240,1496,396,0
245700,COOLING,100,607,-240,1496,396,0
246700,COOLING,100,603,-240,1496,396,0
247700,COOLING,100,602,-240,1496,396,0
248700,COOLING,100,599,-240,1496,396,0
249700,COOLING,100,597,-240,1496,396,0
250700,COOLING,100,594,-240,1496,396,0
251700,COOLING,100,593,-240,1496,396,0
252700,COOLING,100,591,-240,1496,396,0
253700,COOLING,100,588,-240,1496,396,0
254700,COOLING,100,586,-240,1496,396,0
255700,COOLING,100,584,-240,1496,396,0
256700,COOLING,100,580,-240,1496,396,0
257700,COOLING,100,579,-240,1496,396,0
258700,COOLING,100,579,-240,1496,396,0
259700,COOLING,100,573,-240,1496,396,0
260700,COOLING,100,573,-210,1496,396,0
261700,COOLING,100,569,-210,1496,396,0
262700,COOLING,100,568,-210,1496,396,0
263700,COOLING,100,567,-210,1496,396,0
264700,COOLING,100,563,-210,1496,396,0
265700,COOLING,100,564,-210,1496,396,0
266700,COOLING,100,562,-210,1496,396,0
267700,COOLING,100,557,-210,1496,396,0
268700,COOLING,100,557,-210,1496,396,0
269700,COOLING,100,554,-210,1496,396,0
270700,COOLING,100,555,-180,1496,396,0
271700,COOLING,100,549,-180,1496,396,0
272700,COOLING,100,551,-180,1496,396,0
273700,COOLING,100,542,-180,1496,396,0
274700,COOLING,100,543,-180,1496,396,0
275700,COOLING,100,545,-180,1496,396,0
276700,COOLING,100,541,-180,1496,396,0
277700,COOLING,100,538,-180,1496,396,0
278700,COOLING,100,535,-180,1496,396,0
279700,COOLING,100,536,-180,1496,396,0
280700,COOLING,100,530,-250,1496,396,0
281700,COOLING,100,533,-250,1496,396,0
282700,COOLING,100,531,-250,1496,396,0
283700,COOLING,100,527,-250,1496,396,0
284700,COOLING,100,528,-250,1496,396,0
285700,COOLING,100,523,-250,1496,396,0
286700,COOLING,100,524,-250,1496,396,0
287700,COOLING,100,523,-250,1496,396,0
288700,COOLING,100,518,-250,1496,396,0
289700,COOLING,100,513,-250,1496,396,0
290700,COOLING,100,520,-100,1496,396,0
291700,COOLING,100,517,-100,1496,396,0
292700,COOLING,100,512,-100,1496,396,0
293700,COOLING,100,511,-100,1496,396,0
294700,COOLING,100,510,-100,1496,396,0
295700,COOLING,100,510,-100,1496,396,0
296700,COOLING,100,505,-100,1496,396,0
297700,COOLING,100,503,-100,1496,396,0
298700,COOLING,100,506,-100,1496,396,0
299700,COOLING,100,504,-100,1496,396,0
300700,COOLING,100,501,-190,1496,396,0
301700,COOLING,100,501,-190,1496,396,0
302700,COOLING,100,500,-190,1496,396,0
303700,COOLING,100,503,-190,1496,396,0
304700,COOLING,100,496,-190,1496,396,0
305700,COOLING,100,495,-190,1496,396,0
306700,COOLING,100,490,-190,1496,396,0
307700,COOLING,100,489,-190,1496,396,0
308700,COOLING,100,491,-190,1496,396,0
309700,COOLING,100,486,-190,1496,396,0
310700,COOLING,100,483,-180,1496,396,0
311700,COOLING,100,480,-180,1496,396,0
312700,COOLING,100,483,-180,1496,396,0
313700,COOLING,100,481,-180,1496,396,0
314700,COOLING,100,481,-180,1496,396,0
315700,COOLING,100,480,-180,1496,396,0
316700,COOLING,100,483,-180,1496,396,0
317700,COOLING,100,474,-180,1496,396,0
318700,COOLING,100,475,-180,1496,396,0
319700,COOLING,100,474,-180,1496,396,0
320700,COOLING,100,473,-100,1496,396,0
321700,COOLING,100,470,-100,1496,396,0
322700,COOLING,100,472,-100,1496,396,0
323700,COOLING,100,469,-100,1496,396,0
324700,COOLING,100,465,-100,1496,396,0
325700,COOLING,100,471,-100,1496,396,0
326700,COOLING,100,468,-100,1496,396,0
327700,COOLING,100,464,-100,1496,396,0
328700,COOLING,100,458,-100,1496,396,0
329700,COOLING,100,464,-100,1496,396,0
330700,COOLING,100,456,-170,1496,396,0
331700,COOLING,100,463,-170,1496,396,0
332700,COOLING,100,461,-170,1496,396,0
333700,COOLING,100,455,-170,1496,396,0
334700,COOLING,100,458,-170,1496,396,0
335700,COOLING,100,455,-170,1496,396,0
336700,COOLING,100,453,-170,1496,396,0
337700,COOLING,100,450,-170,1496,396,0
338700,COOLING,100,449,-170,1496,396,0
339700,COOLING,100,452,-170,1496,396,0
340700,COOLING,100,450,-60,1496,396,0
341700,COOLING,100,445,-60,1496,396,0
342700,COOLING,100,446,-60,1496,396,0
343700,COOLING,100,444,-60,1496,396,0
344700,COOLING,100,442,-60,1496,396,0
345700,COOLING,100,443,-60,1496,396,0
346700,COOLING,100,445,-60,1496,396,0
347700,COOLING,100,439,-60,1496,396,0
348700,COOLING,100,438,-60,1496,396,0
349700,COOLING,100,435,-60,1496,396,0
350700,COOLING,100,433,-170,1496,396,0
351700,COOLING,100,435,-170,1496,396,0
352700,COOLING,100,435,-170,1496,396,0
353700,COOLING,100,435,-170,1496,396,0
354700,COOLING,100,431,-170,1496,396,0
355700,COOLING,100,432,-170,1496,396,0
356700,COOLING,100,427,-170,1496,396,0
357700,COOLING,100,433,-170,1496,396,0
358700,COOLING,100,424,-170,1496,396,0
359700,COOLING,100,429,-170,1496,396,0
360700,COOLING,100,429,-40,1496,396,0
361700,COOLING,100,429,-40,1496,396,0
362700,COOLING,100,426,-40,1496,396,0
363700,COOLING,100,421,-40,1496,396,0
364700,COOLING,100,425,-40,1496,396,0
365700,COOLING,100,422,-40,1496,396,0
366700,COOLING,100,420,-40,1496,396,0
367700,COOLING,100,423,-40,1496,396,0
368700,COOLING,100,421,-40,1496,396,0
369700,COOLING,100,416,-40,1496,396,0
370700,COOLING,100,416,-130,1496,396,0
371700,COOLING,100,419,-130,1496,396,0
372700,COOLING,100,415,-130,1496,396,0
373700,COOLING,100,413,-130,1496,396,0
374700,COOLING,100,415,-130,1496,396,0
375700,COOLING,100,409,-130,1496,396,0
376700,COOLING,100,416,-130,1496,396,0
377700,COOLING,100,411,-130,1496,396,0
378700,COOLING,100,415,-130,1496,396,0
379700,COOLING,100,408,-130,1496,396,0
380700,COOLING,100,407,-90,1496,396,0
381700,COOLING,100,403,-90,1496,396,0
382700,COOLING,100,407,-90,1496,396,0
383700,COOLING,100,408,-90,1496,396,0
384700,COOLING,100,402,-90,1496,396,0
385700,COOLING,100,404,-90,1496,396,0
386700,COOLING,100,402,-90,1496,396,0
387700,COOLING,100,403,-90,1496,396,0
388700,COOLING,100,399,-90,1496,396,0
389700,COOLING,100,404,-90,1496,396,0
390700,COOLING,100,398,-90,1496,396,0
391700,COOLING,100,396,-90,1496,396,0
392700,COOLING,100,400,-90,1496,396,0
393700,COOLING,100,401,-90,1496,396,0
394700,COOLING,100,398,-90,1496,396,0
395700,COOLING,100,393,-90,1496,396,0
396700,COOLING,100,396,-90,1496,396,0
397700,COOLING,100,400,-90,1496,396,0
398700,COOLING,100,392,-90,1496,396,0
399700,COOLING,100,387,-90,1496,396,0
400700,COOLING,100,395,-30,1496,396,0
401700,COOLING,100,389,-30,1496,396,0
402700,COOLING,100,394,-30,1496,396,0
403700,COOLING,100,394,-30,1496,396,0
404700,COOLING,100,390,-30,1496,396,0
405700,COOLING,100,392,-30,1496,396,0
406700,COOLING,100,383,-30,1496,396,0
407700,COOLING,100,387,-30,1496,396,0
408700,COOLING,100,384,-30,1496,396,0
409700,COOLING,100,382,-30,1496,396,0
410700,COOLING,100,383,-120,1496,396,0
411700,COOLING,100,383,-120,1496,396,0
412700,COOLING,100,384,-120,1496,396,0
413700,COOLING,100,381,-120,1496,396,0
414700,COOLING,100,385,-120,1496,396,0
415700,COOLING,100,384,-120,1496,396,0
416700,COOLING,100,382,-120,1496,396,0
417700,COOLING,100,381,-120,1496,396,0
418700,COOLING,100,384,-120,1496,396,0
419700,COOLING,100,376,-120,1496,396,0
420700,COOLING,100,381,-20,1496,396,0
421700,COOLING,100,376,-20,1496,396,0
422700,COOLING,100,374,-20,1496,396,0
423700,COOLING,100,375,-20,1496,396,0
424700,COOLING,100,376,-20,1496,396,0
425700,COOLING,100,375,-20,1496,396,0
426700,COOLING,100,372,-20,1496,396,0
427700,COOLING,100,374,-20,1496,396,0
428700,COOLING,100,369,-20,1496,396,0
429700,COOLING,100,371,-20,1496,396,0
430700,COOLING,100,364,-170,1496,396,0
431700,COOLING,100,374,-170,1496,396,0
432700,COOLING,100,374,-170,1496,396,0
433700,COOLING,100,376,-170,1496,396,0
434700,COOLING,100,368,-170,1496,396,0
435700,COOLING,100,376,-170,1496,396,0
436700,COOLING,100,374,-170,1496,396,0
437700,COOLING,100,371,-170,1496,396,0
438700,COOLING,100,365,-170,1496,396,0
439700,COOLING,100,365,-170,1496,396,0
440700,COOLING,100,363,-10,1496,396,0
441700,COOLING,100,362,-10,1496,396,0
442700,COOLING,100,368,-10,1496,396,0
443700,COOLING,100,365,-10,1496,396,0
444700,COOLING,100,365,-10,1496,396,0
445700,COOLING,100,362,-10,1496,396,0
446700,COOLING,100,367,-10,1496,396,0
447700,COOLING,100,359,-10,1496,396,0
448700,COOLING,100,361,-10,1496,396,0
449700,COOLING,100,362,-10,1496,396,0
450700,COOLING,100,357,-60,1496,396,0
451700,COOLING,100,358,-60,1496,396,0
452700,COOLING,100,360,-60,1496,396,0
453700,COOLING,100,360,-60,1496,396,0
454700,COOLING,100,363,-60,1496,396,0
455700,COOLING,100,365,-60,1496,396,0
456700,COOLING,100,357,-60,1496,396,0
457700,COOLING,100,362,-60,1496,396,0
458700,COOLING,100,361,-60,1496,396,0
459700,COOLING,100,362,-60,1496,396,0
460700,COOLING,100,356,-10,1496,396,0
461700,COOLING,100,356,-10,1496,396,0
462700,COOLING,100,356,-10,1496,396,0
463700,COOLING,100,358,-10,1496,396,0
464700,COOLING,100,357,-10,1496,396,0
465700,COOLING,100,353,-10,1496,396,0
466700,COOLING,100,359,-10,1496,396,0
467700,COOLING,100,350,-10,1496,396,0
468700,COOLING,100,351,-10,1496,396,0
469700,COOLING,100,354,-10,1496,396,0
470700,COOLING,100,352,-40,1496,396,0
471700,COOLING,100,346,-40,1496,396,0
472700,COOLING,100,343,-40,1496,396,0
473700,COOLING,100,354,-40,1496,396,0
474700,COOLING,100,352,-40,1496,396,0
475700,COOLING,100,350,-40,1496,396,0
476700,COOLING,100,350,-40,1496,396,0
477700,COOLING,100,354,-40,1496,396,0
478700,COOLING,100,349,-40,1496,396,0
479700,COOLING,100,346,-40,1496,396,0
480700,COOLING,100,349,-30,1496,396,0
481700,COOLING,100,344,-30,1496,396,0
482200,COMPLETE,100,339,-30,1496,396,0
