elapsed_ms,state,duty_pct,temp_tenths_c,rate_milli_c_per_s,peak_tenths_c,overshoot_tenths_c,fault
238000,COOLING,50,641,-260,1387,287,0
239000,COOLING,50,640,-260,1387,287,0
240000,COOLING,50,633,-260,1387,287,0
241000,COOLING,50,635,-260,1387,287,0
242000,COOLING,50,632,-260,1387,287,0
243000,COOLING,50,629,-260,1387,287,0
244000,COOLING,50,627,-260,1387,287,0
245000,COOLING,50,623,-260,1387,287,0
246000,COOLING,50,619,-260,1387,287,0
247000,COOLING,50,620,-260,1387,287,0
248000,COOLING,50,616,-260,1387,287,0
249000,COOLING,50,618,-220,1387,287,0
250000,COOLING,50,610,-220,1387,287,0
251000,COOLING,50,610,-220,1387,287,0
252000,COOLING,50,609,-220,1387,287,0
253000,COOLING,50,603,-220,1387,287,0
254000,COOLING,50,602,-220,1387,287,0
255000,COOLING,50,600,-220,1387,287,0
256000,COOLING,50,594,-220,1387,287,0
257000,COOLING,50,593,-220,1387,287,0
258000,COOLING,50,592,-220,1387,287,0
259000,COOLING,50,588,-300,1387,287,0
260000,COOLING,50,588,-300,1387,287,0
261000,COOLING,50,588,-300,1387,287,0
262000,COOLING,50,584,-300,1387,287,0
263000,COOLING,50,581,-300,1387,287,0
264000,COOLING,50,577,-300,1387,287,0
265000,COOLING,50,576,-300,1387,287,0
266000,COOLING,50,573,-300,1387,287,0
267000,COOLING,50,572,-300,1387,287,0
268000,COOLING,50,572,-300,1387,287,0
269000,COOLING,50,565,-230,1387,287,0
270000,COOLING,50,562,-230,1387,287,0
271000,COOLING,50,567,-230,1387,287,0
272000,COOLING,50,561,-230,1387,287,0
273000,COOLING,50,558,-230,1387,287,0
274000,COOLING,50,557,-230,1387,287,0
275000,COOLING,50,557,-230,1387,287,0
276000,COOLING,50,554,-230,1387,287,0
277000,COOLING,50,551,-230,1387,287,0
278000,COOLING,50,550,-230,1387,287,0
279000,COOLING,50,549,-160,1387,287,0
280000,COOLING,50,546,-160,1387,287,0
281000,COOLING,50,546,-160,1387,287,0
282000,COOLING,50,539,-160,1387,287,0
283000,COOLING,50,542,-160,1387,287,0
284000,COOLING,50,540,-160,1387,287,0
285000,COOLING,50,538,-160,1387,287,0
286000,COOLING,50,533,-160,1387,287,0
287000,COOLING,50,534,-160,1387,287,0
288000,COOLING,50,528,-160,1387,287,0
289000,COOLING,50,530,-190,1387,287,0
290000,COOLING,50,531,-190,1387,287,0
291000,COOLING,50,527,-190,1387,287,0
292000,COOLING,50,524,-190,1387,287,0
293000,COOLING,50,524,-190,1387,287,0
294000,COOLING,50,522,-190,1387,287,0
295000,COOLING,50,520,-190,1387,287,0
296000,COOLING,50,518,-190,1387,287,0
297000,COOLING,50,515,-190,1387,287,0
298000,COOLING,50,514,-190,1387,287,0
299000,COOLING,50,511,-190,1387,287,0
300000,COOLING,50,512,-190,1387,287,0
301000,COOLING,50,510,-190,1387,287,0
302000,COOLING,50,506,-190,1387,287,0
303000,COOLING,50,506,-190,1387,287,0
304000,COOLING,50,508,-190,1387,287,0
305000,COOLING,50,507,-190,1387,287,0
306000,COOLING,50,504,-190,1387,287,0
307000,COOLING,50,501,-190,1387,287,0
308000,COOLING,50,503,-190,1387,287,0
309000,COOLING,50,498,-130,1387,287,0
310000,COOLING,50,495,-130,1387,287,0
311000,COOLING,50,494,-130,1387,287,0
312000,COOLING,50,491,-130,1387,287,0
313000,COOLING,50,491,-130,1387,287,0
314000,COOLING,50,485,-130,1387,287,0
315000,COOLING,50,484,-130,1387,287,0
316000,COOLING,50,488,-130,1387,287,0
317000,COOLING,50,483,-130,1387,287,0
318000,COOLING,50,481,-130,1387,287,0
319000,COOLING,50,481,-170,1387,287,0
320000,COOLING,50,483,-170,1387,287,0
321000,COOLING,50,479,-170,1387,287,0
322000,COOLING,50,476,-170,1387,287,0
323000,COOLING,50,473,-170,1387,287,0
324000,COOLING,50,471,-170,1387,287,0
325000,COOLING,50,475,-170,1387,287,0
326000,COOLING,50,473,-170,1387,287,0
327000,COOLING,50,472,-170,1387,287,0
328000,COOLING,50,473,-170,1387,287,0
329000,COOLING,50,469,-120,1387,287,0
330000,COOLING,50,462,-120,1387,287,0
331000,COOLING,50,465,-120,1387,287,0
332000,COOLING,50,465,-120,1387,287,0
333000,COOLING,50,461,-120,1387,287,0
334000,COOLING,50,462,-120,1387,287,0
335000,COOLING,50,462,-120,1387,287,0
336000,COOLING,50,460,-120,1387,287,0
337000,COOLING,50,459,-120,1387,287,0
338000,COOLING,50,457,-120,1387,287,0
339000,COOLING,50,453,-160,1387,287,0
340000,COOLING,50,455,-160,1387,287,0
341000,COOLING,50,455,-160,1387,287,0
342000,COOLING,50,451,-160,1387,287,0
343000,COOLING,50,452,-160,1387,287,0
344000,COOLING,50,449,-160,1387,287,0
345000,COOLING,50,451,-160,1387,287,0
346000,COOLING,50,443,-160,1387,287,0
347000,COOLING,50,446,-160,1387,287,0
348000,COOLING,50,442,-160,1387,287,0
349000,COOLING,50,445,-80,1387,287,0
350000,COOLING,50,440,-80,1387,287,0
351000,COOLING,50,442,-80,1387,287,0
352000,COOLING,50,440,-80,1387,287,0
353000,COOLING,50,436,-80,1387,287,0
354000,COOLING,50,439,-80,1387,287,0
355000,COOLING,50,438,-80,1387,287,0
356000,COOLING,50,440,-80,1387,287,0
357000,COOLING,50,434,-80,1387,287,0
358000,COOLING,50,433,-80,1387,287,0
359000,COOLING,50,435,-100,1387,287,0
360000,COOLING,50,435,-100,1387,287,0
361000,COOLING,50,433,-100,1387,287,0
362000,COOLING,50,428,-100,1387,287,0
363000,COOLING,50,431,-100,1387,287,0
364000,COOLING,50,429,-100,1387,287,0
365000,COOLING,50,424,-100,1387,287,0
366000,COOLING,50,428,-100,1387,287,0
367000,COOLING,50,426,-100,1387,287,0
368000,COOLING,50,421,-100,1387,287,0
369000,COOLING,50,423,-120,1387,287,0
370000,COOLING,50,423,-120,1387,287,0
371000,COOLING,50,417,-120,1387,287,0
372000,COOLING,50,419,-120,1387,287,0
373000,COOLING,50,416,-120,1387,287,0
374000,COOLING,50,417,-120,1387,287,0
375000,COOLING,50,419,-120,1387,287,0
376000,COOLING,50,415,-120,1387,287,0
377000,COOLING,50,415,-120,1387,287,0
378000,COOLING,50,418,-120,1387,287,0
379000,COOLING,50,413,-100,1387,287,0
380000,COOLING,50,412,-100,1387,287,0
381000,COOLING,50,412,-100,1387,287,0
382000,COOLING,50,407,-100,1387,287,0
383000,COOLING,50,409,-100,1387,287,0
384000,COOLING,50,406,-100,1387,287,0
385000,COOLING,50,410,-100,1387,287,0
386000,COOLING,50,404,-100,1387,287,0
387000,COOLING,50,409,-100,1387,287,0
388000,COOLING,50,406,-100,1387,287,0
389000,COOLING,50,400,-130,1387,287,0
390000,COOLING,50,400,-130,1387,287,0
391000,COOLING,50,400,-130,1387,287,0
392000,COOLING,50,403,-130,1387,287,0
393000,COOLING,50,401,-130,1387,287,0
394000,COOLING,50,404,-130,1387,287,0
395000,COOLING,50,397,-130,1387,287,0
396000,COOLING,50,404,-130,1387,287,0
397000,COOLING,50,399,-130,1387,287,0
398000,COOLING,50,398,-130,1387,287,0
399000,COOLING,50,393,-70,1387,287,0
400000,COOLING,50,394,-70,1387,287,0
401000,COOLING,50,394,-70,1387,287,0
402000,COOLING,50,387,-70,1387,287,0
403000,COOLING,50,394,-70,1387,287,0
404000,COOLING,50,390,-70,1387,287,0
405000,COOLING,50,394,-70,1387,287,0
406000,COOLING,50,391,-70,1387,287,0
407000,COOLING,50,392,-70,1387,287,0
408000,COOLING,50,391,-70,1387,287,0
409000,COOLING,50,393,0,1387,287,0
410000,COOLING,50,394,0,1387,287,0
411000,COOLING,50,388,0,1387,287,0
412000,COOLING,50,385,0,1387,287,0
413000,COOLING,50,387,0,1387,287,0
414000,COOLING,50,390,0,1387,287,0
415000,COOLING,50,382,0,1387,287,0
416000,COOLING,50,386,0,1387,287,0
417000,COOLING,50,388,0,1387,287,0
418000,COOLING,50,379,0,1387,287,0
419000,COOLING,50,375,-180,1387,287,0
420000,COOLING,50,381,-180,1387,287,0
421000,COOLING,50,380,-180,1387,287,0
422000,COOLING,50,381,-180,1387,287,0
423000,COOLING,50,382,-180,1387,287,0
424000,COOLING,50,374,-180,1387,287,0
425000,COOLING,50,377,-180,1387,287,0
426000,COOLING,50,376,-180,1387,287,0
427000,COOLING,50,376,-180,1387,287,0
428000,COOLING,50,371,-180,1387,287,0
429000,COOLING,50,374,-10,1387,287,0
430000,COOLING,50,376,-10,1387,287,0
431000,COOLING,50,370,-10,1387,287,0
432000,COOLING,50,374,-10,1387,287,0
433000,COOLING,50,374,-10,1387,287,0
434000,COOLING,50,371,-10,1387,287,0
435000,COOLING,50,370,-10,1387,287,0
436000,COOLING,50,368,-10,1387,287,0
437000,COOLING,50,371,-10,1387,287,0
438000,COOLING,50,365,-10,1387,287,0
439000,COOLING,50,370,-40,1387,287,0
440000,COOLING,50,371,-40,1387,287,0
441000,COOLING,50,373,-40,1387,287,0
442000,COOLING,50,363,-40,1387,287,0
443000,COOLING,50,369,-40,1387,287,0
444000,COOLING,50,364,-40,1387,287,0
445000,COOLING,50,365,-40,1387,287,0
446000,COOLING,50,368,-40,1387,287,0
447000,COOLING,50,365,-40,1387,287,0
448000,COOLING,50,363,-40,1387,287,0
449000,COOLING,50,367,-30,1387,287,0
450000,COOLING,50,364,-30,1387,287,0
451000,COOLING,50,356,-30,1387,287,0
452000,COOLING,50,361,-30,1387,287,0
453000,COOLING,50,360,-30,1387,287,0
454000,COOLING,50,355,-30,1387,287,0
455000,COOLING,50,361,-30,1387,287,0
456000,COOLING,50,363,-30,1387,287,0
457000,COOLING,50,357,-30,1387,287,0
458000,COOLING,50,358,-30,1387,287,0
459000,COOLING,50,356,-110,1387,287,0
460000,COOLING,50,356,-110,1387,287,0
461000,COOLING,50,356,-110,1387,287,0
462000,COOLING,50,357,-110,1387,287,0
463000,COOLING,50,358,-110,1387,287,0
464000,COOLING,50,352,-110,1387,287,0
465000,COOLING,50,353,-110,1387,287,0
466000,COOLING,50,355,-110,1387,287,0
467000,COOLING,50,355,-110,1387,287,0
468000,COOLING,50,349,-110,1387,287,0
469000,COOLING,50,356,0,1387,287,0
470000,COOLING,50,356,0,1387,287,0
471000,COOLING,50,349,0,1387,287,0
472000,COOLING,50,350,0,1387,287,0
473000,COOLING,50,356,0,1387,287,0
474000,COOLING,50,352,0,1387,287,0
475000,COOLING,50,351,0,1387,287,0
476000,COOLING,50,347,0,1387,287,0
477000,COOLING,50,353,0,1387,287,0
478000,COOLING,50,345,0,1387,287,0
479000,COOLING,50,349,-70,1387,287,0
480000,COOLING,50,353,-70,1387,287,0
481000,COOLING,50,349,-70,1387,287,0
482000,COOLING,50,349,-70,1387,287,0
483000,COOLING,50,356,-70,1387,287,0
484000,COOLING,50,343,-70,1387,287,0
485000,COOLING,50,350,-70,1387,287,0
486000,COOLING,50,349,-70,1387,287,0
487000,COOLING,50,345,-70,1387,287,0
488000,COOLING,50,345,-70,1387,287,0
489000,COOLING,50,345,-40,1387,287,0
490000,COOLING,50,339,-40,1387,287,0
491000,COOLING,50,342,-40,1387,287,0
492000,COOLING,50,345,-40,1387,287,0
493000,COOLING,50,345,-40,1387,287,0
494000,COOLING,50,345,-40,1387,287,0
495000,COOLING,50,340,-40,1387,287,0
496000,COOLING,50,345,-40,1387,287,0
497000,COOLING,50,337,-40,1387,287,0
498000,COOLING,50,341,-40,1387,287,0
499000,COOLING,50,345,0,1387,287,0
500000,COOLING,50,345,0,1387,287,0
501000,COOLING,50,333,0,1387,287,0
502000,COOLING,50,331,0,1387,287,0
503000,COOLING,50,342,0,1387,287,0
504000,COOLING,50,334,0,1387,287,0
505000,COOLING,50,341,0,1387,287,0
506000,COOLING,50,334,0,1387,287,0
507000,COOLING,50,339,0,1387,287,0
508000,COOLING,50,338,0,1387,287,0
509000,COOLING,50,329,-160,1387,287,0
510000,COOLING,50,337,-160,1387,287,0
511000,COOLING,50,339,-160,1387,287,0
512000,COOLING,50,337,-160,1387,287,0
513000,COOLING,50,337,-160,1387,287,0
514000,COOLING,50,332,-160,1387,287,0
515000,COOLING,50,334,-160,1387,287,0
516000,COOLING,50,332,-160,1387,287,0
517000,COOLING,50,333,-160,1387,287,0
518000,COOLING,50,332,-160,1387,287,0
519000,COOLING,50,324,-50,1387,287,0
520000,COOLING,50,321,-50,1387,287,0
521000,COOLING,50,334,-50,1387,287,0
522000,COOLING,50,332,-50,1387,287,0
523000,COOLING,50,331,-50,1387,287,0
524000,COOLING,50,326,-50,1387,287,0
525000,COOLING,50,329,-50,1387,287,0
526000,COOLING,50,327,-50,1387,287,0
527000,COOLING,50,326,-50,1387,287,0
528000,COOLING,50,328,-50,1387,287,0
529000,COOLING,50,326,20,1387,287,0
530000,COOLING,50,329,20,1387,287,0
531000,COOLING,50,328,20,1387,287,0
532000,COOLING,50,331,20,1387,287,0
533000,COOLING,50,327,20,1387,287,0
534000,COOLING,50,325,20,1387,287,0
535000,COOLING,50,332,20,1387,287,0
536000,COOLING,50,324,20,1387,287,0
537000,COOLING,50,327,20,1387,287,0
538000,COOLING,50,329,20,1387,287,0
539000,COOLING,50,326,0,1387,287,0
540000,COOLING,50,325,0,1387,287,0
541000,COOLING,50,327,0,1387,287,0
542000,COOLING,50,330,0,1387,287,0
543000,COOLING,50,320,0,1387,287,0
544000,COOLING,50,323,0,1387,287,0
545000,COOLING,50,324,0,1387,287,0
546000,COOLING,50,331,0,1387,287,0
547000,COOLING,50,327,0,1387,287,0
548000,COOLING,50,319,0,1387,287,0
549000,COOLING,50,320,-60,1387,287,0
550000,COOLING,50,324,-60,1387,287,0
551000,COOLING,50,329,-60,1387,287,0
552000,COOLING,50,328,-60,1387,287,0
553000,COOLING,50,319,-60,1387,287,0
554000,COOLING,50,316,-60,1387,287,0
555000,COOLING,50,323,-60,1387,287,0
556000,COOLING,50,319,-60,1387,287,0
557000,COOLING,50,317,-60,1387,287,0
558000,COOLING,50,319,-60,1387,287,0
559000,COOLING,50,319,-10,1387,287,0
560000,COOLING,50,323,-10,1387,287,0
561000,COOLING,50,316,-10,1387,287,0
562000,COOLING,50,319,-10,1387,287,0
563000,COOLING,50,319,-10,1387,287,0
564000,COOLING,50,320,-10,1387,287,0
565000,COOLING,50,323,-10,1387,287,0
565200,COMPLETE,50,311,-10,1387,287,0
